,NID,Quarter,Herd,Lact,M_Sys,HWI,ABV_M_Resist,PI-M,Gest,DIM,AbCode,DCC,Ab_RxStat,TBred,Lact_xLame,Life_xLame,Lact_xMetabolic,Life_xMetabolic,Lact_xmast,Lact_qxmast,Life_xmast,TLSCC,TL150SCC,TL200SCC,TL_mean_logSCC,TL_sd_logSCC,LIFESCC,LIFE150SCC,LIFE200SCC,Outcome_Mean_logSCC_next_lact,Outcome_Std_logSCC_next_lact,Outcome_Count_logSCC_next_lact,Outcome_Next_Lact_max_xmast,Outcome_failure_T,Outcome_failure_D,Outcome_Lact_mast_reoccur,Outcome_Recurred,Pregnant,Outcome_Sold,Outcome_num_tests_30to60,Outcome_num_tests_30to60_SCC<200,Outcome_num_tests_60to90,Outcome_num_tests_60to90_SCC<200,Outcome_num_tests_after90,Outcome_num_tests_after90_SCC<200,Outcome_num_tests_30to100,Outcome_30to100_mean_logSCC,Outcome_30to100_sd_mean_logSCC,Outcome_num_tests_30to150,Outcome_30to150_mean_logSCC,Outcome_30to150_sd_mean_logSCC,DSLB,Outcome_Failure,pre_num_tests_0to30,pre_num_tests_0to30_max,pre_num_tests_0to30_logmean,pre_num_tests_0to30_SCC>150,pre_num_tests_0to30_SCC>200,pre_num_tests_0to30_SCC>1000,pre_num_tests_31to60,pre_num_tests_31to60_max,pre_num_tests_31to60_logmean,pre_num_tests_31to60_SCC>150,pre_num_tests_31to60_SCC>200,pre_num_tests_31to60_SCC>1000,pre_num_tests_61to90,pre_num_tests_61to90_max,pre_num_tests_61to90_logmean,pre_num_tests_61to90_SCC>150,pre_num_tests_61to90_SCC>200,pre_num_tests_61to90_SCC>1000,pre_num_tests_g90,pre_num_tests_g90_max,pre_num_tests_g90_logmean,pre_num_tests_g90_SCC>150,pre_num_tests_g90_SCC>200,pre_num_tests_g90_SCC>1000,prelact_SCC_count,prelact_SCC_max,prelact_logSCC_mean,prelact_SCC>150,prelact_SCC>200,prelact_SCC>1000,Rx_Year,Rx_Month,Prev_AllRxCodes,Outcome_Sold100,Outcome_Rec100,Outcome_Shortloss,Outcome_Longloss,pre_herd_mast_percent,pre_herd_fresh_mast_percent,pre_herd_greater14day_mast_percent,pre_herd_SCC_percent_g150,pre_herd_SCC__DIM_less31_percent_g150,pre_herd_SCC__DIM_more30_percent_g150,pre_herd_SCC_percent_g200,pre_herd_SCC__DIM_less31_percent_g200,pre_herd_SCC__DIM_more30_percent_g200
504,299003171,11,2G0064V,7,,,,0,286.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,7,,,,,,3.0,2.0,2.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,638.0,5.587459633209353,2.0,2.0,0.0,2010,4,59528,0,0.0,0.0,0.0,3.3734939759036147,15.789473684210526,3.082614056720099,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
505,299003171,21,2G0064V,7,,,,0,286.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,7,,,,,,3.0,2.0,2.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,638.0,5.587459633209353,2.0,2.0,0.0,2010,4,59528,0,,0.0,0.0,2.93040293040293,13.333333333333334,2.736318407960199,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
506,299003171,11,2G0064V,7,,,,0,286.0,127,0,49.0,0,0.0,0.0,0.0,0.0,0.0,2,2,8,,,,,,3.0,2.0,2.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,638.0,5.587459633209353,2.0,2.0,0.0,2010,8,59528,,,,,13.120000000000001,19.101123595505616,10.738255033557047,,,,,,
507,299003172,99,2G0064V,8,,,,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,2.0,2.0,2.0,,,,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,318.0,5.663285895051436,2.0,2.0,0.0,2008,8,9999999,0,1.0,,0.0,9.308510638297872,4.477611940298507,11.983471074380166,,,,,,
508,299003172,21,2G0064V,8,,,,0,,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,2.0,2.0,2.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,318.0,5.663285895051436,2.0,2.0,0.0,2008,9,38696,0,0.0,0.0,0.0,5.960264900662252,1.2987012987012987,6.914893617021277,,,,,,
509,299014798,99,2G0064V,8,9.0,125.0,104.452,0,264.0,302,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,3.0,0.0,0.0,5.272999558563747,99.0,1.0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,80.0,4.026836474184942,0.0,0.0,0.0,2009,6,9999999,0,0.0,0.0,0.0,1.9461077844311379,0.0,1.957831325301205,,,,,,
510,299014798,22,2G0064V,9,9.0,125.0,104.452,94,278.0,297,0,55.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,0.0,0.0,,,,,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,80.0,4.026836474184942,0.0,0.0,0.0,2011,1,59528,0,1.0,,0.0,3.380588876772083,,3.380588876772083,,,,,,
511,299014798,21,2G0064V,9,9.0,125.0,104.452,94,278.0,328,0,86.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,1.0,1.0,0.0,5.272999558563747,99.0,4.0,1.0,0.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,195.0,5.272999558563747,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,80.0,4.026836474184942,0.0,0.0,0.0,2011,2,58491,0,0.0,0.0,0.0,4.130162703379224,,4.130162703379224,40.17094017094017,50.0,40.128755364806864,30.34188034188034,0.0,30.472103004291846
512,299014815,12,2G0064V,6,10.0,44.0,103.825,0,256.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,3.0,3.0,5.205893219497164,1.5239683468260645,3.0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,582.0,5.507599190679883,3.0,3.0,0.0,2008,10,9999999,0,0.0,0.0,0.0,3.22061191626409,12.5,2.7164685908319184,,,,,,
513,299014815,99,2G0064V,7,10.0,44.0,103.825,103,264.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,4.0,3.0,3.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,6.302618975744905,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,582.0,5.507599190679883,3.0,3.0,0.0,2010,9,58491,0,0.0,0.0,0.0,10.684273709483794,12.195121951219512,10.422535211267606,,,,,,
515,299014830,12,2G0064V,10,,,,61,1393.0,184,0,44.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,2.0,2.0,2.0,6.098848836573993,0.3087452361960822,6.0,4.0,4.0,,,,,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,6.152732694704104,99.0,1.0,6.152732694704104,99.0,,0,,,,,,,1.0,358.0,5.8805329864007,1.0,1.0,0.0,,,,,,,1.0,554.0,6.317164686747284,1.0,1.0,0.0,4.0,315.0,5.1628961387300265,2.0,2.0,0.0,2015,2,9999999,0,0.0,0.0,0.0,1.684717208182912,0.0,1.7135862913096693,46.464646464646464,73.33333333333333,45.40682414698163,39.141414141414145,46.666666666666664,38.84514435695538
517,299014831,300,2G0064V,7,,,,0,282.0,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,2.0,2.0,1.0,,,,5,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,513.0,5.7462746366087,2.0,1.0,0.0,2009,4,46337,0,0.0,0.0,,4.2748091603053435,15.0,3.577235772357724,,,,,,
518,299014831,12,2G0064V,7,,,,0,282.0,137,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,,,,,,2.0,2.0,1.0,,,,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,513.0,5.7462746366087,2.0,1.0,0.0,2009,8,58491,0,0.0,0.0,,4.4673539518900345,8.571428571428571,3.90625,,,,,,
519,299014831,21,2G0064V,7,,,,0,282.0,138,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,,,,,,2.0,2.0,1.0,,,,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,513.0,5.7462746366087,2.0,1.0,0.0,2009,8,58491,0,0.0,0.0,,4.697986577181208,9.523809523809524,3.90625,,,,,,
520,299014831,12,2G0064V,8,,,,107,280.0,42,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,4,,,,,,2.0,2.0,1.0,,,,,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,513.0,5.7462746366087,2.0,1.0,0.0,2010,12,58491,0,0.0,0.0,0.0,2.572347266881029,,2.572347266881029,23.059360730593607,22.22222222222222,23.200000000000003,17.80821917808219,20.634920634920633,17.333333333333336
521,299014831,12,2G0064V,8,,,,107,280.0,240,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,5,,,,,,2.0,2.0,1.0,,,,,1,1,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,513.0,5.7462746366087,2.0,1.0,0.0,2011,6,59528,0,1.0,,0.0,3.1990521327014214,,3.1990521327014214,40.64837905236908,33.33333333333333,40.816326530612244,30.673316708229425,33.33333333333333,30.612244897959183
522,299014831,300,2G0064V,8,,,,107,280.0,243,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,5,,,,,,2.0,2.0,1.0,,,,,1,1,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,513.0,5.7462746366087,2.0,1.0,0.0,2011,6,59528,0,,0.0,0.0,3.672985781990521,,3.672985781990521,40.64837905236908,33.33333333333333,40.816326530612244,30.673316708229425,33.33333333333333,30.612244897959183
523,299014831,12,2G0064V,8,,,,107,280.0,265,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,6,,,,,,2.0,2.0,1.0,,,,,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,513.0,5.7462746366087,2.0,1.0,0.0,2011,7,58491,0,1.0,,0.0,2.0260492040520983,,2.0260492040520983,42.29390681003584,28.57142857142857,42.64705882352941,30.824372759856633,28.57142857142857,30.88235294117647
524,299014831,11,2G0064V,8,,,,107,280.0,279,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,1,7,,,,,,2.0,2.0,1.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,513.0,5.7462746366087,2.0,1.0,0.0,2011,8,59528,0,1.0,,0.0,1.0810810810810811,0.0,1.0889292196007259,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
525,299014831,300,2G0064V,8,,,,107,280.0,299,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,2,8,,,,,,2.0,2.0,1.0,,,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,513.0,5.7462746366087,2.0,1.0,0.0,2011,8,59528,0,0.0,0.0,0.0,4.247104247104247,9.917355371900827,2.518891687657431,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
526,299014832,11,2G0064V,7,,,,0,,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,3.0,2.0,2.0,,,,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3.0,729.0,5.772263208917757,2.0,2.0,0.0,2008,10,9999999,0,1.0,,0.0,2.1172638436482085,10.9375,1.090909090909091,,,,,,
527,299014832,22,2G0064V,7,,,,0,,34,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,2,,,,,,3.0,2.0,2.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,729.0,5.772263208917757,2.0,2.0,0.0,2008,11,"58491, 59528",0,0.0,0.0,0.0,3.9001560062402496,0.0,3.943217665615142,,,,,,
528,299014832,22,2G0064V,9,,,,86,278.0,124,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,3,1.0,0.0,0.0,3.9889840465642745,99.0,4.0,2.0,2.0,,,,,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,54.0,3.9889840465642745,0.0,0.0,0.0,3.0,729.0,5.772263208917757,2.0,2.0,0.0,2011,2,58491,0,1.0,,0.0,3.841387856257745,0.0,3.870162297128589,43.58108108108108,,43.58108108108108,32.432432432432435,,32.432432432432435
529,299014832,11,2G0064V,9,,,,86,278.0,139,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,4,1.0,0.0,0.0,3.9889840465642745,99.0,4.0,2.0,2.0,,,,,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.0,54.0,3.9889840465642745,0.0,0.0,0.0,3.0,729.0,5.772263208917757,2.0,2.0,0.0,2011,2,58491,0,0.0,0.0,0.0,5.256570713391739,,5.256570713391739,40.17094017094017,50.0,40.128755364806864,30.34188034188034,0.0,30.472103004291846
530,299014835,22,2G0064V,9,,,,0,279.0,176,0,104.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,2.0,2.0,6.549528951146883,0.41004766860730507,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,524.0,5.340097019789483,2.0,2.0,0.0,2010,2,9999999,0,0.0,0.0,0.0,1.1235955056179776,,1.1235955056179776,,,,,,
531,299014849,12,2G0064V,9,,,,0,281.0,237,0,126.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,4.0,2.0,1.0,7.238496840894365,99.0,1.0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2413.0,5.437738836835151,2.0,1.0,1.0,2010,4,9999999,0,0.0,0.0,1.0,6.180469715698393,18.6046511627907,5.483028720626632,,,,,,
532,299014849,300,2G0064V,10,,,,66,268.0,266,0,175.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,1.0,1.0,1.0,7.238496840894365,99.0,5.0,3.0,2.0,6.804614520062624,99.0,1.0,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,1392.0,7.238496840894365,1.0,1.0,1.0,4.0,2413.0,5.437738836835151,2.0,1.0,1.0,2011,5,58491,0,0.0,0.0,,2.13903743315508,14.285714285714285,1.8599562363238513,44.03669724770643,40.0,44.680851063829785,33.02752293577982,40.0,31.914893617021278
533,299014853,11,2G0064V,10,,,,85,284.0,52,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,2.0,1.0,1.0,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,298.0,4.477595012263444,1.0,1.0,0.0,2010,10,9999999,0,0.0,0.0,0.0,8.306010928961749,14.912280701754385,7.365792759051186,,,,,,
534,299014875,12,2G0064V,7,,,,0,,174,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,6.0,6.0,4.0,8.074960359115858,99.0,1.0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,648.0,5.7890477739139925,6.0,4.0,0.0,2010,2,9999999,0,0.0,0.0,1.0,0.853658536585366,0.0,0.8547008547008548,,,,,,
535,299014875,21,2G0064V,8,,,,70,264.0,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,7.0,7.0,5.0,,,,,1,1,5,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,8.074960359115858,99.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,7.0,648.0,5.7292749530873746,7.0,5.0,0.0,2011,5,58491,0,1.0,,0.0,1.3903743315508021,12.5,1.0976948408342482,44.03669724770643,40.0,44.680851063829785,33.02752293577982,40.0,31.914893617021278
536,299014875,12,2G0064V,8,,,,70,264.0,22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,,,,,,7.0,7.0,5.0,,,,,0,0,4,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,8.074960359115858,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,648.0,5.7292749530873746,7.0,5.0,0.0,2011,5,"59528, 58491",0,1.0,,0.0,3.0033370411568407,,3.0033370411568407,,,,,,
537,299014875,11,2G0064V,8,,,,70,264.0,64,0,14.0,0,0.0,0.0,0.0,0.0,0.0,3,1,4,,,,,,7.0,7.0,5.0,,,,,0,0,3,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1,8.074960359115858,99.0,1.0,8.074960359115858,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,648.0,5.7292749530873746,7.0,5.0,0.0,2011,7,58491,0,1.0,1.0,0.0,2.881844380403458,,2.881844380403458,40.64837905236908,33.33333333333333,40.816326530612244,30.673316708229425,33.33333333333333,30.612244897959183
538,299014875,12,2G0064V,8,,,,70,264.0,112,0,62.0,0,0.0,0.0,0.0,0.0,0.0,4,2,5,,,,,,7.0,7.0,5.0,,,,,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,648.0,5.7292749530873746,7.0,5.0,0.0,2011,8,59528,0,1.0,,0.0,7.534246575342466,12.025316455696203,5.868544600938967,39.02439024390244,,39.02439024390244,26.82926829268293,,26.82926829268293
539,299014875,11,2G0064V,8,,,,70,264.0,169,0,119.0,0,0.0,0.0,0.0,0.0,0.0,5,2,6,1.0,1.0,1.0,8.074960359115858,99.0,8.0,8.0,6.0,,,,,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,1.0,3213.0,8.074960359115858,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,7.0,648.0,5.7292749530873746,7.0,5.0,0.0,2011,10,58491,0,1.0,,0.0,8.008658008658008,7.142857142857142,8.064516129032258,29.772727272727273,18.58407079646018,33.63914373088685,22.5,15.04424778761062,25.076452599388375
540,299014875,11,2G0064V,8,,,,70,264.0,177,0,127.0,0,0.0,0.0,0.0,0.0,0.0,6,3,7,1.0,1.0,1.0,8.074960359115858,99.0,8.0,8.0,6.0,,,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,1.0,3213.0,8.074960359115858,1.0,1.0,1.0,,,,,,,,,,,,,7.0,648.0,5.7292749530873746,7.0,5.0,0.0,2011,11,58491,0,0.0,0.0,0.0,6.702702702702703,26.666666666666668,6.373626373626373,29.772727272727273,18.58407079646018,33.63914373088685,22.5,15.04424778761062,25.076452599388375
541,299014884,99,2G0064V,7,,,,104,274.0,66,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,2.0,0.0,0.0,,,,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1,4.553876891600541,99.0,1.0,4.553876891600541,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,63.0,3.737669618283368,0.0,0.0,0.0,2007,10,9999999,0,0.0,0.0,0.0,1.9184652278177456,0.0,2.0151133501259446,32.075471698113205,29.629629629629626,34.61538461538461,18.867924528301888,14.814814814814813,23.076923076923077
542,299014884,22,2G0064V,9,,,,0,287.0,234,0,93.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,4.0,1.0,1.0,4.519222926174104,0.29975905948330733,4.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,329.0,4.456318469733162,1.0,1.0,0.0,2010,4,58491,0,0.0,0.0,0.0,4.0048543689320395,13.636363636363635,3.7406483790523692,17.80821917808219,0.0,19.11764705882353,13.698630136986301,0.0,14.705882352941178
543,299014902,99,2G0064V,8,,,,0,292.0,386,0,303.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,7.0,3.0,2.0,,,,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,7.0,511.0,4.837527559195386,3.0,2.0,0.0,2009,9,9999999,0,0.0,0.0,0.0,8.908045977011495,13.043478260869565,8.089500860585199,,,,,,
544,299014902,21,2G0064V,10,,,,79,281.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,,,,,,7.0,3.0,2.0,3.7612001156935624,99.0,1.0,0,0,0,2,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,1,5.356586274672012,99.0,2.0,5.77753249558216,0.5953078546408319,,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,511.0,4.837527559195386,3.0,2.0,0.0,2010,9,"58491, 59528",0,1.0,0.0,0.0,15.889212827988338,23.853211009174313,14.384748700173311,,,,,,
545,299014902,22,2G0064V,10,,,,79,281.0,14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,1,3,,,,,,7.0,3.0,2.0,3.7612001156935624,99.0,1.0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,1,5.356586274672012,99.0,2.0,5.77753249558216,0.5953078546408319,,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,511.0,4.837527559195386,3.0,2.0,0.0,2010,9,59528,0,1.0,0.0,0.0,13.419354838709676,16.346153846153847,12.965722801788376,,,,,,
546,299014902,22,2G0064V,10,,,,79,281.0,36,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,2,4,,,,,,7.0,3.0,2.0,3.7612001156935624,99.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,6.198478716492308,99.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,511.0,4.837527559195386,3.0,2.0,0.0,2010,10,58491,0,0.0,0.0,0.0,9.130434782608695,16.091954022988507,8.403361344537815,,,,,,
548,299014984,99,2G0064V,9,,,,0,288.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,5.0,3.0,3.0,5.209486152841421,99.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,246.0,5.08862613440618,3.0,3.0,0.0,2009,10,9999999,0,0.0,0.0,0.0,8.578745198463508,16.666666666666664,7.525325615050652,,,,,,
549,299015000,12,2G0064V,8,,,,0,,25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,5.0,0.0,0.0,4.532599493153256,99.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,82.0,3.772736722275917,0.0,0.0,0.0,2008,10,9999999,0,0.0,0.0,0.0,3.22061191626409,12.5,2.7164685908319184,,,,,,
550,811002273,21,2G0064V,2,,,,0,252.0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,1.0,1.0,,,,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,382.0,5.945420608606575,1.0,1.0,0.0,2011,9,9999999,0,0.0,0.0,0.0,12.620027434842248,11.363636363636363,12.897822445561138,,,,,,
551,811002273,99,2G0064V,2,,,,0,252.0,11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,1.0,1.0,1.0,,,,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,382.0,5.945420608606575,1.0,1.0,0.0,2011,9,38696,0,0.0,0.0,0.0,12.962962962962962,8.333333333333332,13.734567901234568,,,,,,
552,811002273,300,2G0064V,2,,,,0,252.0,15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,1.0,1.0,,,,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,382.0,5.945420608606575,1.0,1.0,0.0,2011,9,58491,0,0.0,0.0,0.0,14.555256064690028,13.414634146341465,14.696969696969697,,,,,,
554,811039379,21,2G0064V,2,,,,0,277.0,269,0,183.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,,,,1.0,0.0,0.0,,,,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,42.0,3.7376696182833684,0.0,0.0,0.0,2013,5,9999999,0,0.0,0.0,0.0,3.372243839169909,,3.372243839169909,,,,,,
555,811039379,21,2G0064V,4,,,,0,283.0,155,0,49.0,0,0.0,0.0,0.0,0.0,0.0,1,1,2,1.0,1.0,1.0,5.8888779583328805,99.0,2.0,1.0,1.0,4.97556710300174,0.6417397457159806,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,1.0,361.0,5.8888779583328805,1.0,1.0,0.0,1.0,42.0,3.7376696182833684,0.0,0.0,0.0,2015,1,59528,0,0.0,0.0,0.0,1.5384615384615385,0.0,1.5432098765432098,39.73063973063973,50.0,39.59044368600683,32.996632996633,50.0,32.76450511945392
558,C00110994,99,2G0064V,7,,,,0,217.0,345,0,195.0,0,0.0,0.0,0.0,0.0,0.0,1,,1,,,,,,1.0,0.0,0.0,7.00397413672268,99.0,1.0,2,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,81.0,4.394449154672439,0.0,0.0,0.0,2009,5,9999999,0,1.0,,1.0,1.199400299850075,33.33333333333333,1.0542168674698795,,,,,,
